artist_id,artist_name,total_plays,num_listeners,play_ratio,track_freq,top_listeners,genres,tag
ARM0P6Z1187FB4D466,Arctic Monkeys,23735,3891,6.0999743,"{'TRALEPN128F9311179': 9948, 'TRAMGPM128F9311196': 7485, 'TRASRXK128F9311176': 6302}","{'484734ce6667a6a25df23a961d5c5a9458afbfa1': 143, 'top_k_ratio': 0.006024857804929429}","['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",rock
ARMG34A1187FB548A8,Thomas Dolby,3714,61,60.8852459,"{'TRAMMDO128E0781A5D': 133, 'TRASOTO128F9325223': 25, 'TRBBMXP128F9325219': 20, 'TRBDNDG128E0782EDC': 3501, 'TRBDXKI128F9325211': 35}","{'3ef7f49322fc59dff72842aa153974bfe6634352': 74, 'top_k_ratio': 0.01992460958535272}","['art rock', 'new romantic', 'new wave', 'new wave pop', 'steampunk', 'synthpop', 'zolo']",pop
ARML3X41187FB35F2E,Jason Mraz,3706,257,14.42023346,"{'TRADLBJ128F423A031': 654, 'TRALUNR128EF3425DE': 6, 'TRALXNJ128F42952D5': 43, 'TRAPUWG128EF3425E7': 2741, 'TRBDMWS128F423A021': 262}","{'23ec7765590efc05002ccf6551cbadaa953c2069': 59, 'top_k_ratio': 0.015920129519697786}","['acoustic pop', 'neo mellow', 'pop', 'pop rock', 'viral pop']",pop
ARMRCET1187FB52049,Fergie,2352,668,3.520958084,"{'TRARFQL128F931E523': 1156, 'TRBDUXD128F148328A': 1196}","{'a897a3422a70bbdf2489d39de0c17e638f72b5e7': 33, 'top_k_ratio': 0.01403061224489796}","['dance pop', 'pop', 'post-teen pop', 'urban contemporary']",pop
ARMW4I01187B98AEF8,Tha Alkaholiks,1388,167,8.311377246,{'TRAZHAJ128F4289AE1': 1388},"{'54d180a8c016672b3cf0824f545691145074ecb7': 321, 'top_k_ratio': 0.23126801152737753}","['alternative hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'turntablism']",hip hop
ARN2ZKL1187FB3972B,The Distillers,1252,129,9.705426357,"{'TRAMMQW128F42621E1': 229, 'TRAVFPH128F42621EE': 265, 'TRBAOJU128F42621E6': 475, 'TRBFVEP128F42621E3': 283}","{'ad8ad3ddd2de60b2ef765cc6db1739934058dbf1': 39, 'top_k_ratio': 0.031150159744408944}","['punk', 'skate punk']",punk
ARN5L1O1187FB4D955,Eyes Set to Kill,1576,346,4.554913295,"{'TRANRWM128F42873F9': 1092, 'TRAUNND12903CD03BC': 484}","{'12e42d13b3e99d57669ac91d793b1fa011e9a133': 60, 'top_k_ratio': 0.03807106598984772}","['metalcore', 'pixie', 'pop emo', 'screamo', 'slayer']",metal
ARN6M7I1187FB4DEAF,A Skylit Drive,1506,388,3.881443299,{'TRAPYML128F423DF98': 1506},"{'dab08c0ac67ede6a19f7bcef4e5ee593fba2c36a': 60, 'top_k_ratio': 0.0398406374501992}","['metalcore', 'pixie', 'post-screamo', 'screamo']",metal
ARN8NCB1187FB49652,Lionel Rogg,21543,3954,5.448406677,"{'TRAGYMA128EF34B55E': 21540, 'TRAPGWJ12903CCEA58': 1, 'TRATXBC128EF34B540': 2}","{'cc1bcd7555cf2f4ddbfb178e927b335e971d8c46': 299, 'top_k_ratio': 0.013879218307570905}",['classical organ'],other
ARNDL191187FB51583,Jimi Hendrix,2305,909,2.535753575,"{'TRAETTV12903CBBD09': 1769, 'TRAVMXD12903CBBD0B': 536}","{'c5a7e7f6e90a044728e543cef76faced798937e1': 68, 'top_k_ratio': 0.02950108459869848}","['acid rock', 'album rock', 'blues rock', 'classic rock', 'hard rock', 'psychedelic rock', 'rock']",rock
ARNNM56119B86686EA,Luke Bryan,3832,1243,3.082864039,{'TRAJMZL12903CA4807': 3832},"{'ed325835b2170b56f436f3a0f146909f98684170': 49, 'top_k_ratio': 0.01278705636743215}","['contemporary country', 'country', 'country road']",country
ARNNQBT1187FB437C1,Belphegor,1230,430,2.860465116,"{'TRASQBA128F427B273': 1197, 'TRBAXSM128F427B26E': 33}","{'0d25305f6993afa91e6a4b02d03dbc1c56e58d3d': 28, 'top_k_ratio': 0.022764227642276424}","['austrian black metal', 'austrian metal', 'black metal', 'brutal death metal', 'death metal', 'metal', 'symphonic black metal']",metal
ARNRPI31187B9AC699,The Crystal Method,1364,255,5.349019608,"{'TRANWOF12903CB3E19': 497, 'TRBEVTM128F92FE2B2': 497, 'TRBGSCR128F92FE2AE': 370}","{'6156326bca3a063ad19f556f5115f87b78048e2f': 78, 'top_k_ratio': 0.05718475073313783}","['big beat', 'breakbeat', 'electronica']",electronic
AROBSHL1187B9AFB01,A Day To Remember,1287,444,2.898648649,{'TRBEEEP128F426C17D': 1287},"{'84ebb2e563f4467c45c26dedc8130c8567ed14b7': 51, 'top_k_ratio': 0.039627039627039624}","['metalcore', 'pop punk', 'screamo']",metal
ARPFHN61187FB575F6,Lupe Fiasco,19723,2365,8.339534884,"{'TRABCKL128F423A778': 5168, 'TRAWMBE128F423A76C': 6143, 'TRBDODQ128F423A780': 3204, 'TRBFEID128F42368AC': 5208}","{'b4f4b2799470858399e486220770d980340a8fcb': 152, 'top_k_ratio': 0.007706738325812503}","['chicago rap', 'conscious hip hop', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']",hip hop
ARPGTHP1187B9AC284,Temple Of The Dog,7197,2455,2.931568228,{'TRBDSFP128E07937B9': 7197},"{'3108566de5a53d6fe0e4b637808e6b4a93068de0': 63, 'top_k_ratio': 0.008753647353063776}","['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'rock', 'supergroup']",metal
ARPKATM1187B9B76E6,Hatebreed,2134,178,11.98876404,"{'TRABMZZ128F4249C60': 374, 'TRAIJWN12903CF2C76': 55, 'TRAKREH128F42750C6': 159, 'TRALHIQ12903D00496': 31, 'TRALVZY12903D0048B': 209, 'TRBCDCS128F422F0CF': 131, 'TRBFQQY128F4249C56': 1175}","{'a820826cfe28ac3da72cf5dbfd7a36633837a03a': 48, 'top_k_ratio': 0.022492970946579195}","['alternative metal', 'connecticut hardcore', 'hardcore', 'melodic metalcore', 'metalcore', 'nu metal', 'rap rock']",metal
ARQATWU1187B98EE26,Ill Nino,1324,228,5.807017544,"{'TRAFMPX128F4246C49': 945, 'TRARMWA128F424147D': 379}","{'100e41d05e77b08dd31dddd8ac319e2a20df965b': 70, 'top_k_ratio': 0.052870090634441085}","['alternative metal', 'industrial metal', 'latin metal', 'melodic metalcore', 'nu metal', 'rap rock']",metal
ARQEPTZ1187FB4CD36,Toby Love featuring Rakim & Ken-Y,1184,347,3.412103746,{'TRAWPNC128F92EAA90': 1184},"{'40279b96e183d011a5be765cd776ec584d0cc7b7': 61, 'top_k_ratio': 0.05152027027027027}","['bachata', 'latin', 'latin hip hop', 'reggaeton', 'tropical']",hip hop
ARQUMH41187B9AF699,Linkin Park,57866,14729,3.928712065,"{'TRARUTP128E0797FC7': 40739, 'TRAUOPE128EF367610': 17127}","{'5d5a27d2fe3d45e515e79ddb7f70822ef5cd3600': 160, 'top_k_ratio': 0.002765008813465593}","['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",metal
ARQXC7V1187FB4DA9E,DAVE MATTHEWS BAND,4227,1465,2.885324232,{'TRAKXMS12903CB36F2': 4227},"{'1f6bccac4b4cd49f21de157dea47ba60afb5f8e1': 58, 'top_k_ratio': 0.013721315353678732}","['jam band', 'neo mellow', 'pop rock']",rock
ARR3ONV1187B9A2F59,Muse,104734,458,228.6768559,"{'TRACCUS128F92E1FEB': 1143, 'TRADYQK128F42A762A': 10976, 'TRAEOFB12903CB7900': 1347, 'TRAQJMP128F92E3821': 14508, 'TRAURYF128F147805D': 75669, 'TRBHYIK128F92E210B': 1091}","{'07a3db47d50c75dd3b8d76e72623af1d3c9da249': 216, 'top_k_ratio': 0.002062367521530735}","['modern rock', 'permanent wave', 'rock']",rock
ARRDRI71187FB46EAA,Grizzly Bear,8158,762,10.70603675,"{'TRAMWDI128F92FF678': 1858, 'TRARPCK128F92FEA7F': 6300}","{'cd58f3d02bfa9e5df95971cde778593012241236': 69, 'top_k_ratio': 0.008457955381220888}","['alternative dance', 'art pop', 'baroque pop', 'brooklyn indie', 'chillwave', 'dream pop', 'freak folk', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'new weird america', 'nu gaze', 'shimmer pop', 'stomp and holler']",pop
ARRH63Y1187FB47783,Kanye West,8447,3456,2.444155093,"{'TRAIYZW128F9330F7D': 8164, 'TRAYXDI128F428CD9C': 259, 'TRAZBBP128E07845D4': 24}","{'1d1a13094f1492da7e0136015acd81ade5441543': 57, 'top_k_ratio': 0.006747957854859713}","['chicago rap', 'rap']",hip hop
ARRI5MR1187FB47CAB,Esperanza Spalding / Leo Genovese,2275,346,6.575144509,"{'TRBABJK128F93330A6': 694, 'TRBDYFY128F93330AA': 1581}","{'57d18b573011763e20ff53f2b2c56d85a2b3464a': 62, 'top_k_ratio': 0.027252747252747254}","['electric bass', 'jazz', 'jazz fusion', 'jazz pop', 'neo soul']",jazz
ARRJ3UC1187FB579D7,Wyclef Jean featuring Butch Cassidy and Sharissa,1478,169,8.74556213,"{'TRADCIM128F427A3A1': 333, 'TRAMMDM128F425EAA9': 704, 'TRANYYX128F4276EE3': 51, 'TRBCTRX128F4299237': 271, 'TRBFTZS128F425EAAB': 103, 'TRBHAAK128F92E27BF': 5, 'TRBHKKJ128F427A3B1': 11}","{'0f0adad8d6ef12e75799cdd635e6219b500c79dc': 54, 'top_k_ratio': 0.036535859269282815}",['rap kreyol'],hip hop
ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,1121,125,8.968,"{'TRAADQX128F422B4CF': 522, 'TRADFQK128F422B492': 193, 'TRAGPEA128F422B47E': 11, 'TRAUEWN128F932C32C': 144, 'TRBEAWP128F422B4D1': 237, 'TRBGBUY128F422B413': 14}","{'643d9b1d0bab6be42242e69b7792b71521d1919b': 74, 'top_k_ratio': 0.06601248884924175}","['anti-folk', 'freak folk', 'indietronica', 'lo-fi']",folk
ARRXG5Y1187B9AA016,G-Unit,1122,366,3.06557377,"{'TRACFYQ128E0784150': 1047, 'TRADQAW128F4274A4F': 10, 'TRAFLMU128F4274A4D': 5, 'TRAPZYO128EF3519A2': 58, 'TRBCBRN128F42A1372': 2}","{'5158bd5c6ca7bf42663291ccaecb205de22d3dae': 40, 'top_k_ratio': 0.035650623885918005}","['gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'queens hip hop', 'rap', 'southern hip hop', 'trap']",hip hop
ARSG7NQ1187FB57482,Fall Out Boy,3315,1253,2.645650439,{'TRAGNBQ128F149CB93': 3315},"{'2539f79341d6f144554bd03ef00eecfbb33b5ef9': 58, 'top_k_ratio': 0.017496229260935144}","['emo', 'modern rock', 'pop punk']",rock
ARSL3N21187B98DFC5,Klaus Badelt,2127,108,19.69444444,"{'TRATIKX128F42697BF': 165, 'TRBEQFT128F146BD6D': 1962}","{'6d68563c8080c4382f777d7a44af394bb8a6b916': 44, 'top_k_ratio': 0.020686412787964268}","['german soundtrack', 'scorecore', 'soundtrack']",soundtrack
ARTH9041187FB43E1F,Eminem,6153,399,15.42105263,"{'TRAESJK128E0792227': 858, 'TRAUURC128E078EC6E': 5295}","{'e9605c20531d5dd6bf2599d979cb8dd1380299af': 50, 'top_k_ratio': 0.008126117341134406}","['detroit hip hop', 'hip hop', 'rap']",hip hop
ARTXGGI1187B9B3D58,Blackalicious,1285,69,18.62318841,"{'TRADCHC128F42134B5': 176, 'TRAHBQT128F4213403': 362, 'TRASXYB128F428DFF3': 747}","{'0e4d05992143a82df357fd9b8fc7cf561490a6cb': 39, 'top_k_ratio': 0.030350194552529183}","['alternative hip hop', 'hip hop', 'turntablism']",hip hop
ARU9KWP1187B98B2A7,Busdriver,2403,474,5.069620253,"{'TRAAQIH128F428BDEA': 648, 'TRAOTVH12903CA2DE6': 851, 'TRBBEYU128F4235623': 891, 'TRBHUCN128F932E8D7': 13}","{'17444dd3b45f9a6f048aa3a9b4f9ddb6d681781a': 48, 'top_k_ratio': 0.019975031210986267}","['abstract hip hop', 'alternative hip hop', 'escape room']",hip hop
ARUKN9H1187B9B71C8,The Black Crowes,1177,94,12.5212766,"{'TRADQAR128F92ED3DC': 333, 'TRAMKUA128F92ED3E1': 618, 'TRAMQEB128F9306B3A': 115, 'TRBAFWX12903CA9831': 87, 'TRBFNBC12903CA9800': 24}","{'4bbe835115b87c507086a24ee56f84fcaace6c45': 82, 'top_k_ratio': 0.06966864910790145}","['album rock', 'alternative rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'jam band', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'southern rock']",rock
ARUTEVU1187B9ACAF9,Lifehouse,2782,216,12.87962963,"{'TRAJFFF128F429874A': 457, 'TRAWCQE128F14676AC': 2325}","{'e4fddf7eb36b53b4e015ba0ae41ab8e24e00a301': 110, 'top_k_ratio': 0.039539899352983465}","['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",metal
ARUWB5W1187B98D7A1,Ensiferum,1433,224,6.397321429,"{'TRABJWA128F9309C09': 738, 'TRAIUPS128F92F2825': 695}","{'17b3ec9129161bcae045b356e1b0277cfcc4c49a': 54, 'top_k_ratio': 0.03768318213538032}","['finnish melodeath', 'finnish metal', 'folk metal', 'melodic death metal', 'metal', 'nordic folk metal', 'power metal', 'viking metal']",metal
ARVG4OK1187B9B6BD3,The Killers,18019,1817,9.916895982,"{'TRADZXK128F429DB92': 2570, 'TRBBJVE128F9303F10': 141, 'TRBIFGK128F92F23A2': 15308}","{'77563324a1e97c92470e416b7682d01f20275434': 175, 'top_k_ratio': 0.00971197069759698}","['dance rock', 'modern rock', 'permanent wave', 'rock']",rock
ARVXU2X1187B9AE6D8,Evanescence,1533,527,2.908918406,{'TRAWIQY12903CCC64A': 1533},"{'5f32671b79a02698f97daede9b1941fc4076ba50': 45, 'top_k_ratio': 0.029354207436399216}",['alternative metal'],metal
ARVXV1J1187FB5BF88,Foals,4746,3092,1.534928849,{'TRATTGW128F427A82D': 4746},"{'627a04c1e30ef0cf3b9deb0ce1508f1254342056': 36, 'top_k_ratio': 0.007585335018963337}","['alternative dance', 'indie rock', 'modern alternative rock', 'modern rock', 'new rave', 'oxford indie', 'rock']",rock
ARW9FP41187B98C2A7,Annie Lennox,1688,820,2.058536585,{'TRAYWLI128F9300223': 1688},"{'9ea3eafa48e73855fdecc165d3dc29dab64cbb46': 27, 'top_k_ratio': 0.015995260663507108}","['folk', 'mellow gold', 'new wave pop', 'pop rock', 'soft rock']",folk
ARWA8AH1187FB3FC84,Hot Chip,2254,1464,1.539617486,{'TRAFTDN128F427C29D': 2254},"{'89d33ce450c148ae7673f5ba5d117d5c214a09f0': 42, 'top_k_ratio': 0.018633540372670808}","['alternative dance', 'chillwave', 'dance rock', 'dance-punk', 'electronica', 'electropop', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop', 'new rave']",electronic
ARWD3OC1187FB3A666,Cut Copy,4733,3049,1.552312234,"{'TRAZORC128F426C323': 4610, 'TRBCGNI128F426C330': 123}","{'5f5743582a81a93cf84048720d2f855ad25cf363': 33, 'top_k_ratio': 0.006972321994506655}","['alternative dance', 'australian dance', 'australian electropop', 'chillwave', 'dance-punk', 'electronic rock', 'electronica', 'electropop', 'filter house', 'indietronica', 'modern rock', 'neo-synthpop', 'new rave', 'nu disco', 'nu gaze', 'shimmer pop']",electronic
ARXG6L11187FB5695E,SWAMI featuring Asuivre,1645,256,6.42578125,"{'TRAAZLK128F93586D6': 1644, 'TRBHADL128F931E5F1': 1}","{'0f76686bf6317c8ec2437c467fe8a8769ead8e85': 71, 'top_k_ratio': 0.043161094224924014}",['bhangra'],other
ARXOTQH1187FB57084,Chris Brown,1153,156,7.391025641,"{'TRAKUJE128F42AE89C': 311, 'TRAPXHQ128F9340E67': 589, 'TRAQVOG128F9340E58': 27, 'TRASDYA128F425E84F': 127, 'TRAWDWZ128F9340E55': 99}","{'4d5bf89dbaa2531f83b71f25cd338bbcbbdc43a1': 42, 'top_k_ratio': 0.03642671292281006}","['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",pop
ARYG6CU1187FB3852B,Milk Inc.,1278,377,3.389920424,"{'TRAIWXX128F1461FE9': 1080, 'TRANAIE128F146E588': 61, 'TRAYPVE128F1483832': 53, 'TRBCALG128F1483839': 10, 'TRBDKQI128F1465028': 74}","{'d9174dfd7a94b8e80806c5d63bb08832da135c6a': 40, 'top_k_ratio': 0.03129890453834116}","['belgian dance', 'eurodance']",electronic
ARYLSGC11F43A69EF6,Los Amigos Invisibles,1041,361,2.88365651,"{'TRANKYM128F428B7A4': 802, 'TRATOHB128F930270D': 239}","{'4d9e7fe3b75df91c8697d8819705e340f351eec4': 55, 'top_k_ratio': 0.052833813640730067}","['latin afrobeat', 'latin alternative', 'latin funk', 'latin pop', 'latin rock', 'mexican indie', 'rock en espanol', 'venezuelan indie', 'venezuelan rock']",rock
ARYO9BU1187B9ADA88,Porcupine Tree,2058,116,17.74137931,"{'TRAAKAS128F4246013': 245, 'TRAKWNL12903CC37B6': 252, 'TRBFBAB128F4227B85': 782, 'TRBHFVD128F4248837': 779}","{'1f1459b6b028c5ac7d61a8d37d757675a817c0c8': 90, 'top_k_ratio': 0.043731778425655975}","['art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",rock
ARYVO9V1187B9B1FC6,Franz Ferdinand,1930,869,2.220943613,{'TRAZASM128F932FBEE': 1930},"{'bc3777585de3e0786e06328c118de9eb47470726': 90, 'top_k_ratio': 0.046632124352331605}","['alternative rock', 'dance rock', 'dance-punk', 'modern rock', 'new rave', 'rock', 'scottish rock']",rock
ARZ33PH1187FB52F58,Kat Deluna / Akon,1001,259,3.864864865,{'TRAYQAI12903CBDD3D': 1001},"{'1e30647deb52c1fc1e905a5d2c65f24a160e22a4': 48, 'top_k_ratio': 0.04795204795204795}","['dance pop', 'post-teen pop']",pop
ARZENOX1187B98A645,John Mayer,7040,949,7.41833509,"{'TRANTAD128F92FD042': 1968, 'TRATBLI128F92F78F8': 5066, 'TRBGEHK12903CEEFC0': 6}","{'d7fce1bd5654e915ee3217bfec82b0bab77649a5': 79, 'top_k_ratio': 0.011221590909090908}","['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",pop
ARZWK2R1187B98F09F,Rise Against,25259,622,40.60932476,"{'TRAASQC128F93480F0': 1148, 'TRAKOEB128F1478783': 352, 'TRAWRKT128E0788857': 23759}","{'7df870613d6364a1354bceca6e32cbfa501ae4a4': 86, 'top_k_ratio': 0.0034047270279900232}","['chicago hardcore', 'chicago punk', 'hardcore punk', 'pop punk', 'punk']",hip hop
