track_id,tempo,time_signature,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,valence,liveness
TRADPPX128E078B0BC,104.798,4.0,0.667,0.372,10.0,-11.948,0.025,0.255,6.89e-05,0.317,0.109
TRADPQT128F9337C45,102.441,4.0,0.717,0.821,11.0,-5.467,0.0711,0.43,0.0,0.607,0.974
TRADPQW128F42636C3,176.943,3.0,0.402,0.896,7.0,-10.022,0.0629,0.0223,0.813,0.511,0.354
TRADPSM128F92F5744,114.805,4.0,0.42,0.299,4.0,-10.939,0.0333,0.76,0.000169,0.101,0.124
TRADPTQ128F9313D02,102.292,4.0,0.538,0.118,9.0,-18.936,0.0388,0.989,0.157,0.271,0.392
TRADPYV128F92D308A,112.009,4.0,0.774,0.828,2.0,-10.107,0.0378,0.068,3.25e-05,0.918,0.312
TRADQAR128F92ED3DC,81.395,4.0,0.599,0.485,5.0,-7.684,0.0229,0.571,7.26e-06,0.509,0.11
TRADQAW128F4274A4F,93.574,4.0,0.823,0.729,9.0,-5.049,0.29,0.382,0.0,0.422,0.113
TRADQBK128F92E8B5F,152.016,4.0,0.516,0.674,11.0,-6.866,0.0338,0.11,0.0,0.391,0.136
TRADQDN128F92E93BE,125.442,4.0,0.453,0.308,10.0,-15.187,0.0698,0.759,0.00989,0.339,0.389
TRADQHV128F92CD663,121.797,4.0,0.687,0.38,1.0,-9.015,0.0337,0.554,0.0,0.562,0.105
TRADQJL128F92D9957,128.997,4.0,0.718,0.789,11.0,-7.587,0.0609,0.0118,0.657,0.587,0.315
TRADQPB128F931A603,138.08,4.0,0.404,0.442,11.0,-8.92,0.0307,0.0713,2.47e-06,0.134,0.065
TRADQUL128F93274F3,71.508,3.0,0.0641,0.25,2.0,-11.872,0.0385,0.988,0.766,0.0589,0.121
TRADRDP12903CC6522,177.763,4.0,0.607,0.695,10.0,-6.857,0.0343,0.0899,0.933,0.856,0.113
TRADRED12903CA4B7C,103.706,4.0,0.41,0.839,3.0,-4.499,0.0535,0.389,0.0,0.486,0.805
TRADRIH128F92D9646,130.023,3.0,0.635,0.428,5.0,-8.785,0.0317,0.709,0.817,0.41,0.486
TRADRJK128E078F041,137.72,4.0,0.563,0.352,5.0,-9.618,0.0286,0.00397,0.00349,0.624,0.101
TRADRJM128F428DDB2,116.947,4.0,0.587,0.994,7.0,-4.023,0.109,0.458,0.202,0.266,0.4
TRADRPV128F92E4B4A,105.991,4.0,0.701,0.792,0.0,-7.146,0.027,0.0148,0.0,0.87,0.0376
TRADRTD128F92DA070,91.09,4.0,0.237,0.582,2.0,-8.348,0.0344,0.000784,0.00184,0.283,0.112
TRADRWF128F425F7BE,0.0,0.0,0.0,0.231,2.0,-15.039,0.0,0.755,0.635,0.0,0.0948
TRADRXC128F4230BE8,83.177,4.0,0.143,0.161,2.0,-15.521,0.0357,0.978,0.172,0.0724,0.178
TRADSBC128F429E4A4,128.616,4.0,0.727,0.727,7.0,-6.221,0.0511,0.628,0.0,0.818,0.0307
TRADSHI12903CA79CB,192.963,4.0,0.178,0.823,9.0,-6.866,0.1,0.104,0.00491,0.425,0.926
TRADSIB128F93177AB,92.421,4.0,0.635,0.337,4.0,-21.182,0.257,0.919,4.78e-06,0.835,0.724
TRADSMV128F4266DC6,105.973,4.0,0.434,0.227,5.0,-15.689,0.0313,0.897,0.0,0.124,0.124
TRADSOP12903D0C463,117.212,3.0,0.474,0.251,2.0,-12.143,0.0326,0.0353,4.66e-06,0.378,0.406
TRADSQV128F425F3D2,168.465,3.0,0.324,0.385,1.0,-23.204,0.867,0.753,0.0,0.143,0.396
TRADSQX128F14B0418,92.863,4.0,0.582,0.521,11.0,-12.109,0.493,0.866,0.0,0.61,0.705
TRADSQZ128F42707D7,97.532,4.0,0.465,0.708,11.0,-6.299,0.0327,0.0286,1.34e-05,0.388,0.108
TRADSUA128C7196C7C,125.058,4.0,0.648,0.873,4.0,-7.204,0.0305,0.000102,0.0995,0.751,0.949
TRADSVJ12903C9CDFA,150.152,4.0,0.511,0.554,7.0,-11.422,0.0439,0.148,1.86e-05,0.605,0.0902
TRADTAV128F14B0F47,118.915,4.0,0.53,0.636,9.0,-7.184,0.0358,0.199,0.0,0.566,0.347
TRADTBA128F92CA48F,93.068,4.0,0.376,0.939,7.0,-5.441,0.0619,0.00573,0.169,0.564,0.91
TRADTGV128F14B0D76,137.865,4.0,0.735,0.661,5.0,-7.397,0.0501,0.000597,0.000463,0.795,0.0714
TRADTID128F9305BC4,83.721,1.0,0.518,0.914,1.0,-5.339,0.433,0.091,0.0,0.759,0.0498
TRADTIP128F92E4CF2,131.799,4.0,0.742,0.563,9.0,-10.866,0.0633,0.208,0.843,0.802,0.177
TRADTKR128F92F4419,87.704,4.0,0.893,0.34,11.0,-17.294,0.317,0.159,1.32e-06,0.735,0.0612
TRADTNG128F92F4716,175.984,4.0,0.473,0.993,6.0,-6.894,0.133,8.41e-05,0.844,0.19,0.1
TRADTOV12903CA9E74,137.975,4.0,0.689,0.877,8.0,-5.725,0.0331,0.00928,0.0254,0.797,0.0607
TRADTQJ128F9340624,102.623,4.0,0.329,0.818,4.0,-11.885,0.0516,0.0216,0.0824,0.196,0.77
TRADTQK12903CB67C9,131.947,4.0,0.752,0.523,7.0,-9.85,0.0526,0.0869,0.0,0.922,0.0439
TRADTRQ128F92FBA4A,98.408,4.0,0.447,0.74,6.0,-13.959,0.0642,0.227,0.0,0.963,0.202
TRADTWP128F932A987,68.587,4.0,0.177,0.0238,5.0,-26.734,0.0497,0.924,0.971,0.0347,0.265
TRADTXQ128F9331913,127.997,4.0,0.773,0.808,4.0,-7.709,0.064,9.42e-05,0.778,0.763,0.0379
TRADUCE128F9322F5A,169.821,4.0,0.326,0.946,7.0,-2.822,0.0964,6.26e-05,0.0,0.374,0.0628
TRADUDB128F42A61F9,91.807,4.0,0.738,0.731,9.0,-4.129,0.214,0.0503,0.0,0.864,0.0457
TRADUHX128F931A42B,105.483,5.0,0.68,0.218,6.0,-19.244,0.941,0.676,0.0,0.74,0.0796
TRADUKH128F4256D1B,168.246,4.0,0.545,0.78,5.0,-8.406,0.0455,3.01e-05,0.0523,0.335,0.0877
TRADULX128F425A590,84.512,4.0,0.205,0.147,2.0,-19.751,0.0322,0.762,6.91e-05,0.158,0.437
TRADUMK128F931E994,50.563,3.0,0.137,0.369,7.0,-14.382,0.052,0.51,0.000368,0.221,0.325
TRADUOU12903CF4323,107.835,3.0,0.376,0.846,3.0,-6.234,0.219,0.335,0.236,0.0697,0.0823
TRADUSB128F92C50C6,109.954,3.0,0.433,0.444,2.0,-15.075,0.0317,0.00125,1.81e-05,0.0487,0.122
TRADUTA128F931418A,79.473,4.0,0.186,0.242,2.0,-14.154,0.0391,0.938,0.91,0.125,0.162
TRADUXF128F1498A0A,202.198,4.0,0.348,0.103,0.0,-14.832,0.0495,0.922,1.26e-06,0.394,0.201
TRADUYY12903CB44E9,60.298,5.0,0.118,0.0621,7.0,-22.115,0.0366,0.987,0.937,0.0583,0.0595
TRADUZS12903CE95D6,99.974,4.0,0.431,0.688,8.0,-10.455,0.0488,0.00309,0.00341,0.368,0.105
TRADVAR12903CDEBF3,131.77,4.0,0.71,0.751,11.0,-13.496,0.0627,0.00288,0.0171,0.911,0.179
TRADVCK128F92FE22E,114.529,3.0,0.366,0.358,7.0,-13.397,0.0328,0.915,1.59e-05,0.152,0.691
TRADVDU128F42A047E,87.182,4.0,0.441,0.26,1.0,-12.81,0.0505,0.972,0.0,0.386,0.35
TRADVFE128F9322EFF,150.297,3.0,0.334,0.136,9.0,-23.392,0.0433,0.961,0.901,0.381,0.0851
TRADVKA128F93242C9,88.52,4.0,0.272,0.913,11.0,-4.144,0.144,3.87e-05,6.76e-06,0.215,0.0905
TRADVSU128E0786371,123.759,4.0,0.534,0.459,3.0,-10.288,0.027,0.395,0.0585,0.435,0.443
TRADVYU128F92FE96F,124.013,4.0,0.672,0.777,1.0,-5.697,0.0269,0.0612,0.000841,0.606,0.0947
TRADVYY128F931C56C,110.036,4.0,0.53,0.8,5.0,-8.214,0.0374,0.0231,0.282,0.252,0.0689
TRADWAU128F145622F,91.409,4.0,0.444,0.497,2.0,-13.667,0.029,0.231,3.62e-05,0.615,0.0698
TRADWCP128F427CCAB,100.013,4.0,0.774,0.111,8.0,-18.215,0.0352,0.749,6.4e-06,0.341,0.0615
TRADWEL128E078BE94,139.021,4.0,0.312,0.836,2.0,-10.075,0.0765,0.05,0.937,0.625,0.25
TRADWHL128F933E397,131.64,4.0,0.313,0.41,11.0,-12.064,0.0381,0.82,0.0,0.468,0.319
TRADWOB12903C9D1EB,88.026,4.0,0.396,0.281,7.0,-13.146,0.0434,0.864,1.72e-06,0.34,0.288
TRADWRR12903D130AD,175.051,4.0,0.358,0.865,5.0,-3.975,0.047,0.00749,0.913,0.113,0.163
TRADWSG128F4259317,96.626,4.0,0.602,0.546,10.0,-14.033,0.0329,0.713,3.36e-06,0.924,0.0861
TRADWXP128F4257A20,100.031,4.0,0.632,0.578,11.0,-7.037,0.0386,0.657,0.0,0.417,0.174
TRADWYF128F421FA69,169.969,4.0,0.749,0.333,8.0,-12.557,0.137,0.0274,2.75e-05,0.783,0.0899
TRADXAF128F14A9EB3,110.025,4.0,0.688,0.859,2.0,-7.46,0.0513,0.0429,0.000327,0.459,0.0643
TRADXCO128F426B26D,185.689,4.0,0.665,0.831,10.0,-7.987,0.133,0.00958,0.0844,0.944,0.0466
TRADXEB12903CEAC5B,120.702,5.0,0.448,0.171,5.0,-12.893,0.0389,0.948,0.35,0.14,0.0938
TRADXKQ128F9309A12,136.209,4.0,0.693,0.794,2.0,-11.913,0.0487,0.432,5.76e-05,0.944,0.216
TRADXNV128F42B4DFE,101.016,4.0,0.776,0.882,10.0,-6.48,0.0654,0.0446,0.000404,0.829,0.151
TRADYAN12903CE3478,116.255,4.0,0.554,0.399,1.0,-7.662,0.0327,0.748,0.0,0.489,0.0996
TRADYAX128F1475721,119.982,4.0,0.778,0.783,2.0,-7.387,0.0456,0.0183,0.0,0.738,0.102
TRADYFD12903CE4161,113.454,4.0,0.275,0.993,11.0,-5.422,0.466,0.437,4.01e-06,0.0575,0.967
TRADYHB12903CDB200,125.327,4.0,0.44,0.851,5.0,-5.848,0.0417,0.293,5.07e-06,0.773,0.109
TRADYIY128F147AA36,112.802,4.0,0.529,0.808,5.0,-10.434,0.0967,0.12,0.195,0.784,0.258
TRADYJM128F427E05B,105.026,4.0,0.665,0.552,9.0,-16.822,0.0358,0.0114,0.0173,0.71,0.0695
TRADYLW128F427E389,180.149,4.0,0.477,0.232,1.0,-13.099,0.047,0.899,0.000256,0.747,0.0862
TRADYNL128F148FE5F,129.605,4.0,0.742,0.291,7.0,-17.43,0.0432,0.737,0.0304,0.37,0.263
TRADYRH128F423478E,126.165,4.0,0.728,0.458,4.0,-13.35,0.0336,0.793,0.373,0.391,0.127
TRADYUQ128F421A896,149.436,4.0,0.543,0.149,4.0,-14.106,0.0373,0.894,0.000222,0.503,0.0633
TRADYXV128F42166AD,123.484,4.0,0.528,0.75,2.0,-6.28,0.0556,0.0954,0.00623,0.392,0.0606
TRADYZC12903CCC8FA,80.72,4.0,0.334,0.187,1.0,-19.349,0.0407,0.886,5.68e-06,0.213,0.296
TRADZCV128F4294DFD,129.287,3.0,0.622,0.48,11.0,-13.923,0.927,0.789,0.0,0.518,0.675
TRADZGC128F9322762,93.883,4.0,0.478,0.455,0.0,-7.959,0.0352,0.612,6.44e-06,0.205,0.124
TRADZGK12903CF4512,113.316,4.0,0.615,0.65,9.0,-13.048,0.26,0.0116,0.00141,0.71,0.125
TRADZLL128F93182D7,82.73,1.0,0.745,0.775,6.0,-3.401,0.418,0.0953,0.0,0.633,0.263
TRADZQG128F93506D5,159.901,4.0,0.662,0.588,1.0,-7.467,0.0509,0.354,0.0,0.619,0.0579
TRADZXK128F429DB92,168.291,4.0,0.247,0.574,2.0,-5.855,0.0961,0.00103,1.68e-05,0.446,0.137
TRADZYD128E078BE45,122.521,4.0,0.808,0.698,0.0,-6.396,0.0326,0.269,0.000186,0.53,0.123
TRAEABT128F931984D,72.628,4.0,0.514,0.344,10.0,-6.744,0.0403,0.856,0.0,0.348,0.118
TRAEACU128F933D7C1,79.365,4.0,0.496,0.418,0.0,-13.773,0.0409,0.669,0.00192,0.613,0.104
TRAEADE128F423BEF8,75.763,4.0,0.61,0.12,7.0,-18.881,0.0481,0.831,0.0,0.433,0.102
TRAEAEV128F1493757,185.753,3.0,0.389,0.577,9.0,-11.763,0.0354,0.449,3.89e-06,0.79,0.0736
TRAEALX12903CB5701,175.706,3.0,0.441,0.298,5.0,-16.33,0.0395,0.77,0.799,0.891,0.138
TRAEASB12903CD48BC,84.355,4.0,0.408,0.708,10.0,-11.616,0.506,0.365,5.08e-06,0.486,0.877
TRAEASY128F148247C,119.597,3.0,0.539,0.346,3.0,-11.723,0.0311,0.801,0.254,0.415,0.212
TRAEATZ128F426E5C8,123.002,4.0,0.807,0.805,9.0,-11.337,0.0631,0.000206,0.816,0.54,0.0887
TRAEAZV12903D0CBA6,83.139,4.0,0.276,0.508,3.0,-10.324,0.0399,0.00748,0.000181,0.249,0.118
TRAEBKD12903D00D5C,87.503,4.0,0.464,0.76,0.0,-5.188,0.032,0.0863,7.51e-06,0.831,0.136
TRAEBLA128F423CBCA,129.781,5.0,0.829,0.713,1.0,-6.451,0.321,0.147,0.0,0.556,0.376
TRAEBOH128F9314977,157.989,4.0,0.608,0.477,5.0,-13.773,0.0485,0.799,0.905,0.527,0.0737
TRAEBPG128F14AA0DA,99.117,4.0,0.641,0.515,0.0,-13.814,0.0287,0.134,0.0,0.96,0.38
TRAEBPU12903CE743E,73.685,3.0,0.191,0.196,6.0,-19.009,0.0396,0.498,0.61,0.0346,0.109
TRAEBQO128F933C48A,178.261,3.0,0.219,0.452,7.0,-7.001,0.0306,0.779,0.96,0.428,0.178
TRAEBSG128F9317B95,137.811,3.0,0.189,0.541,10.0,-13.356,0.0552,0.739,0.882,0.0375,0.361
TRAEBXE128F933B4F5,127.999,4.0,0.589,0.919,5.0,-5.505,0.0351,0.000109,2.39e-06,0.543,0.367
TRAECKI128F149EA48,75.696,4.0,0.594,0.615,9.0,-10.139,0.0272,0.174,0.0,0.904,0.0311
TRAECSU128F426A84A,133.197,4.0,0.442,0.96,8.0,-4.996,0.0844,1.06e-05,6.86e-05,0.326,0.118
TRAECSZ128F145DEDF,176.907,4.0,0.469,0.536,8.0,-14.167,0.0876,0.257,2.63e-05,0.79,0.327
TRAECWE128F1498516,157.311,4.0,0.716,0.337,5.0,-17.389,0.0797,0.25,0.321,0.779,0.0702
TRAECWI128F4226133,100.459,4.0,0.424,0.803,7.0,-11.777,0.0474,0.00719,0.547,0.25,0.0754
TRAEDAH12903D05A77,108.847,4.0,0.638,0.502,8.0,-5.841,0.05,0.433,0.0,0.705,0.0619
TRAEDCT12903CD9238,149.706,4.0,0.398,0.287,11.0,-16.698,0.0657,0.515,0.00013,0.17,0.0748
TRAEDDD12903CCF7E7,159.997,4.0,0.675,0.993,10.0,-4.78,0.0717,0.00761,0.455,0.975,0.518
TRAEDJW128F422B4CB,125.081,3.0,0.369,0.411,4.0,-16.142,0.0412,0.676,0.917,0.199,0.349
TRAEDPP128F42AFB64,120.004,3.0,0.744,0.625,6.0,-4.311,0.0312,0.132,0.0,0.855,0.333
TRAEDXO128F421B908,115.365,3.0,0.242,0.959,2.0,-3.944,0.153,0.000343,0.00465,0.11,0.931
TRAEDYD128F425A868,104.566,4.0,0.663,0.845,0.0,-6.279,0.223,0.652,2.05e-06,0.535,0.213
TRAEEBP128EF3673A7,88.593,4.0,0.189,0.32,9.0,-12.737,0.0399,0.965,0.0125,0.0417,0.106
TRAEEGO12903CF7D27,147.636,4.0,0.337,0.56,3.0,-10.937,0.0382,0.102,1.08e-06,0.508,0.168
TRAEELO128F425BD8F,119.589,4.0,0.37,0.614,4.0,-11.135,0.0695,0.0898,0.11,0.235,0.591
TRAEELW128F933D255,87.948,4.0,0.762,0.597,1.0,-9.403,0.113,0.139,7.66e-06,0.72,0.249
TRAEEMP128F92F4B9C,110.239,4.0,0.71,0.848,4.0,-10.013,0.0317,0.228,0.00295,0.95,0.0492
TRAEEOQ128F9309BC0,48.804,3.0,0.705,0.224,7.0,-10.917,0.0471,0.952,6.28e-05,0.644,0.18
TRAEFDB128E0783952,118.007,4.0,0.9,0.631,3.0,-5.098,0.183,0.0329,0.0319,0.817,0.0524
TRAEFDK128F1473B92,103.207,4.0,0.557,0.577,1.0,-11.415,0.0325,0.37,0.000156,0.749,0.327
TRAEFON128E078C6F8,75.145,4.0,0.357,0.627,0.0,-5.844,0.0337,0.00269,0.00207,0.33,0.282
TRAEFOU128F932105B,79.012,4.0,0.58,0.717,8.0,-7.313,0.031,0.121,5.36e-05,0.532,0.107
TRAEFPN128F930BD07,172.16,4.0,0.528,0.369,7.0,-6.817,0.0905,0.808,0.0,0.561,0.119
TRAEFTR128F429A360,119.773,4.0,0.6,0.503,9.0,-7.812,0.0299,0.637,0.0,0.607,0.399
TRAEFWP128F4238373,91.828,4.0,0.671,0.551,9.0,-12.766,0.0315,0.119,0.617,0.339,0.942
TRAEGAZ128F426240C,128.977,4.0,0.359,0.301,3.0,-10.246,0.0333,0.861,0.0,0.144,0.141
TRAEGDO128F42705BF,100.453,4.0,0.436,0.28,2.0,-16.644,0.0283,0.65,3.69e-06,0.678,0.111
TRAEGHJ12903CE26DF,194.091,3.0,0.112,0.935,1.0,-3.585,0.0773,0.003,0.887,0.19,0.327
TRAEGJE128F42656F1,111.527,4.0,0.631,0.794,4.0,-5.384,0.168,0.782,0.279,0.966,0.245
TRAEGKP12903CBB66B,126.984,4.0,0.8,0.703,10.0,-11.726,0.0726,0.0183,0.636,0.419,0.0881
TRAEGMN128F42690CD,235.824,1.0,0.243,0.104,6.0,-21.612,0.0795,0.989,4.96e-06,0.0515,0.189
TRAEGMO128F146D5F6,174.229,5.0,0.16,0.369,0.0,-9.468,0.0311,0.371,0.0175,0.138,0.247
TRAEGRF128F426B2D2,106.445,4.0,0.532,0.41,0.0,-12.39,0.0598,0.834,0.0,0.944,0.173
TRAEGRU128F9358874,110.083,4.0,0.573,0.303,0.0,-15.861,0.0393,0.158,0.93,0.0318,0.111
TRAEGUL128E078B0C1,95.66,4.0,0.634,0.29,10.0,-13.643,0.0273,0.335,6.1e-05,0.264,0.0966
TRAEHBW12903CE1045,156.053,4.0,0.431,0.702,2.0,-4.826,0.0308,0.000305,0.0,0.403,0.156
TRAEHLP128F933720D,129.368,4.0,0.331,0.823,10.0,-5.507,0.0299,7.55e-06,0.0785,0.442,0.171
TRAEHMP128F92DCC42,147.886,4.0,0.63,0.754,9.0,-4.967,0.0316,0.0669,0.0,0.783,0.203
TRAEHNA128F423786C,173.936,4.0,0.345,0.882,2.0,-5.354,0.209,0.0211,7.44e-06,0.481,0.338
TRAEHOI12903CD02C8,114.632,4.0,0.551,0.312,5.0,-11.263,0.0496,0.828,0.0,0.478,0.121
TRAEHTK128F14A4706,101.719,4.0,0.37,0.311,9.0,-12.731,0.0286,0.759,0.0,0.565,0.17
TRAEHTT128F9303492,98.028,4.0,0.679,0.37,0.0,-7.998,0.0284,0.353,0.0,0.506,0.227
TRAEHTU128F93353E5,94.893,4.0,0.768,0.785,8.0,-7.227,0.0593,0.172,0.0,0.941,0.206
TRAEHXW128F146F3C5,87.516,4.0,0.62,0.442,0.0,-13.277,0.0302,0.511,1.79e-05,0.938,0.119
TRAEHYF128F148AE0C,83.014,4.0,0.783,0.342,11.0,-9.838,0.218,0.165,0.0,0.738,0.0909
TRAEIDZ128F42658BC,139.85,4.0,0.386,0.157,0.0,-13.809,0.0324,0.969,0.0136,0.223,0.109
TRAEIIO128F92E08FD,139.57,4.0,0.369,0.959,7.0,-7.343,0.0428,0.000443,0.0211,0.755,0.199
TRAEIKO128F932739F,129.989,4.0,0.802,0.738,0.0,-7.548,0.205,0.0284,0.0758,0.747,0.0725
TRAEIKW128F1456B1A,102.137,4.0,0.467,0.905,4.0,-4.918,0.215,0.0117,0.0,0.267,0.567
TRAEIKX128F92CCFB6,101.299,4.0,0.599,0.622,7.0,-7.394,0.32,0.151,0.0,0.567,0.071
TRAEIMT128F1466ED6,87.266,4.0,0.605,0.579,1.0,-11.846,0.0736,0.0155,0.0,0.841,0.152
TRAEISN128F428F699,86.007,3.0,0.224,0.159,1.0,-18.379,0.0384,0.815,0.0991,0.183,0.697
TRAEIUN12903CBBAC3,150.053,4.0,0.629,0.58,7.0,-5.416,0.0329,0.176,0.0,0.602,0.264
TRAEIYU128F931BC4B,175.584,3.0,0.669,0.872,9.0,-6.038,0.0471,0.56,0.0,0.967,0.0658
TRAEJAC128F427FBDE,135.905,4.0,0.681,0.486,9.0,-6.853,0.0599,0.166,0.0,0.341,0.0783
TRAEJDC128F92D1684,130.094,4.0,0.485,0.789,5.0,-8.084,0.0441,0.231,0.771,0.627,0.71
TRAEJFN128F4291C10,124.983,4.0,0.822,0.966,10.0,-8.87,0.0578,0.000704,0.924,0.409,0.494
TRAEJIW12903CE0B99,94.548,4.0,0.877,0.581,0.0,-11.731,0.274,0.0858,0.0,0.847,0.0634
TRAEJMB128F93461C9,135.173,3.0,0.293,0.623,9.0,-8.238,0.045,0.0296,1.73e-05,0.536,0.117
TRAEJPC12903CD420E,121.97,4.0,0.538,0.498,4.0,-8.037,0.0363,0.345,0.636,0.194,0.11
TRAEJWK128F149EA60,120.378,4.0,0.661,0.624,2.0,-11.363,0.0493,0.472,0.5,0.244,0.0936
TRAEJXI128F4291A83,117.422,4.0,0.281,0.449,3.0,-9.173,0.0472,0.00129,0.751,0.105,0.121
TRAEKCR128F14593A5,84.044,4.0,0.235,0.205,7.0,-15.822,0.0318,0.818,0.00209,0.322,0.121
TRAEKCV128E0781A5B,130.735,4.0,0.669,0.578,1.0,-9.625,0.0295,0.0376,0.000613,0.558,0.0381
TRAELGF128F42265A9,138.398,4.0,0.845,0.709,0.0,-6.438,0.0556,0.504,0.0,0.827,0.163
TRAELHH128F92CF21E,149.946,4.0,0.507,0.719,0.0,-5.927,0.0297,0.448,0.339,0.896,0.114
TRAELHY12903CAD56C,82.648,4.0,0.85,0.524,9.0,-8.439,0.355,0.217,0.0,0.779,0.0756
TRAELNO128F42148EF,80.884,4.0,0.752,0.699,1.0,-8.142,0.122,0.0445,0.853,0.74,0.213
TRAELRO128F92DD2F1,117.506,4.0,0.622,0.209,9.0,-11.974,0.0411,0.708,0.0,0.241,0.107
TRAELUY128F93147BA,111.795,4.0,0.738,0.411,6.0,-12.522,0.0339,0.0486,0.141,0.637,0.199
TRAELWU128F4230D12,161.36,4.0,0.511,0.144,3.0,-19.022,0.0596,0.903,0.00119,0.406,0.109
TRAELXD128F14A8B21,95.846,4.0,0.669,0.347,5.0,-12.199,0.0273,0.144,4.76e-06,0.312,0.128
TRAEMAA128F428E58F,133.469,4.0,0.6,0.632,2.0,-8.229,0.0298,0.453,5.62e-06,0.82,0.138
TRAEMDH128F146B548,120.696,4.0,0.572,0.852,4.0,-7.461,0.0432,0.143,0.0,0.956,0.979
TRAEMGG12903CEBB52,124.397,4.0,0.352,0.373,5.0,-6.506,0.0304,0.947,0.0294,0.191,0.143
TRAEMGL128F4266177,78.508,4.0,0.488,0.175,10.0,-14.466,0.0342,0.906,1.47e-06,0.15,0.11
TRAEMKJ12903C9D211,90.438,4.0,0.495,0.757,9.0,-7.957,0.138,0.0394,3.44e-05,0.841,0.548
TRAEMMB128F426A1BF,93.95,4.0,0.708,0.687,1.0,-5.604,0.21,0.0382,0.0,0.446,0.18
TRAEMRI128F425F33D,111.727,4.0,0.691,0.552,10.0,-11.494,0.0505,0.811,7.88e-05,0.832,0.115
TRAEMTU128EF363016,99.578,4.0,0.82,0.551,7.0,-15.74,0.0438,0.14,0.503,0.573,0.0677
TRAEMXB128F429FA26,104.841,4.0,0.631,0.304,7.0,-12.234,0.141,0.751,0.000919,0.773,0.614
TRAEMZE128F426EB6B,119.013,4.0,0.758,0.175,9.0,-15.732,0.084,0.983,0.00994,0.599,0.272
TRAEMZO12903CC525F,109.721,4.0,0.782,0.615,9.0,-10.137,0.0311,0.161,0.0002,0.696,0.0554
TRAEMZW128F148406D,113.919,4.0,0.402,0.35,4.0,-11.479,0.0346,0.77,0.000253,0.422,0.177
TRAENEZ128F427CCB4,135.028,4.0,0.77,0.2,8.0,-14.088,0.0344,0.327,0.0,0.436,0.069
TRAENGY128F4272846,147.984,4.0,0.505,0.631,2.0,-6.559,0.0299,0.43,0.0,0.362,0.0986
TRAENIZ128EF362B86,167.824,3.0,0.534,0.226,4.0,-11.8,0.0496,0.875,0.0,0.677,0.119
TRAENJB128F9319E46,95.92,4.0,0.75,0.903,3.0,-3.894,0.294,0.227,0.0,0.888,0.0849
TRAENJZ12903CC901D,87.585,4.0,0.197,0.928,8.0,-4.706,0.0754,0.000234,0.0245,0.192,0.127
TRAENKS128F92F1780,128.973,4.0,0.707,0.252,10.0,-23.938,0.642,0.953,1.79e-06,0.427,0.165
TRAENOH128F933978A,129.077,4.0,0.554,0.808,8.0,-12.094,0.0287,0.000493,0.066,0.639,0.065
TRAENRA128F934B998,162.517,4.0,0.479,0.876,2.0,-7.568,0.144,0.0348,0.0,0.693,0.0994
TRAENTC128F422F01B,171.509,4.0,0.748,0.436,2.0,-13.172,0.0972,0.023,0.216,0.665,0.232
TRAENUU128F424F50C,127.959,4.0,0.492,0.957,5.0,-3.952,0.0782,4.15e-05,0.0,0.399,0.0666
TRAENVO128E0781A16,188.13,4.0,0.694,0.62,1.0,-9.213,0.159,0.054,0.00953,0.559,0.12
TRAENWI12903CECA29,135.012,4.0,0.393,0.35,8.0,-9.821,0.0305,0.788,0.000186,0.497,0.17
TRAENYD128F424AA32,99.984,4.0,0.431,0.762,6.0,-9.501,0.0451,2.59e-05,0.924,0.409,0.343
TRAEOAW128F4280F8E,138.312,1.0,0.208,0.219,6.0,-18.935,0.0378,0.995,6.74e-06,0.167,0.106
TRAEOBA12903CAFAB0,121.839,3.0,0.427,0.604,10.0,-4.385,0.0885,0.185,0.0,0.499,0.0595
TRAEOED128EF36659C,95.825,4.0,0.532,0.632,9.0,-10.038,0.0515,0.0387,2.26e-05,0.344,0.0725
TRAEOFB12903CB7900,120.327,3.0,0.262,0.474,5.0,-9.079,0.0359,0.00689,0.84,0.047,0.169
TRAEOFD128F9311409,128.027,4.0,0.795,0.871,5.0,-12.76,0.0453,0.0148,0.885,0.926,0.0788
TRAEOGF128F423896A,177.852,4.0,0.586,0.474,9.0,-11.132,0.0866,0.18,0.0,0.645,0.176
TRAEOGO128F93302B9,81.035,4.0,0.477,0.762,2.0,-5.516,0.0297,0.108,0.0,0.505,0.334
TRAEOHK128F932F77A,110.208,4.0,0.61,0.632,1.0,-12.327,0.0533,0.58,0.0,0.678,0.951
TRAEOIC12903D05C54,88.995,4.0,0.106,0.217,7.0,-8.354,0.041,0.984,0.954,0.234,0.121
TRAEOMS128F4262357,156.119,4.0,0.637,0.503,11.0,-11.619,0.0354,0.00176,0.627,0.908,0.0988
TRAEOMT128F92FE852,50.264,4.0,0.55,0.0461,8.0,-26.842,0.0287,0.644,0.924,0.183,0.137
TRAEOOH128F934ACD4,169.108,4.0,0.498,0.977,1.0,-3.041,0.132,0.00181,0.000257,0.474,0.263
TRAEOPH128F932E302,113.593,4.0,0.845,0.759,7.0,-5.223,0.0415,0.301,0.0,0.936,0.0389
TRAEOUE128F93187B9,104.911,4.0,0.557,0.883,2.0,-5.35,0.103,0.000492,0.000115,0.348,0.253
TRAEOUM128F42915ED,124.98,4.0,0.721,0.855,1.0,-10.808,0.0527,0.0281,0.671,0.214,0.431
